ExpKey,ExpId,YearsAtCompany,YearsOfExperience,Education
828,MASTER'SDEGREE914,9,14,Master's Degree
829,PHD511,5,11,PhD
830,NA340,3,40,
831,NA1923,19,23,
832,MASTER'SDEGREE525,5,25,Master's Degree
833,PHD322,3,22,PhD
834,PHD715,7,15,PhD
835,MASTER'SDEGREE524,5,24,Master's Degree
836,PHD1515,15,15,PhD
837,MASTER'SDEGREE1022,10,22,Master's Degree
838,NA624,6,24,
839,PHD716,7,16,PhD
840,NA135,1,35,
841,MASTER'SDEGREE1620,16,20,Master's Degree
842,PHD68,6,8,PhD
843,NA2135,21,35,
844,MASTER'SDEGREE131,1,31,Master's Degree
845,PHD018,0,18,PhD
846,MASTER'SDEGREE1517,15,17,Master's Degree
847,PHD1120,11,20,PhD
848,MASTER'SDEGREE1919,19,19,Master's Degree
849,BACHELOR'SDEGREE25,2,5,Bachelor's Degree
850,NA1722,17,22,
851,PHD316,3,16,PhD
852,MASTER'SDEGREE423,4,23,Master's Degree
853,PHD29,2,9,PhD
854,NA1424,14,24,
855,PHD78,7,8,PhD
856,PHD56,5,6,PhD
857,MASTER'SDEGREE918,9,18,Master's Degree
858,PHD1135,11,35,PhD
859,MASTER'SDEGREE927,9,27,Master's Degree
860,MASTER'SDEGREE1725,17,25,Master's Degree
861,MASTER'SDEGREE2121,21,21,Master's Degree
862,PHD515,5,15,PhD
863,PHD08,0,8,PhD
864,MASTER'SDEGREE1830,18,30,Master's Degree
865,NA526,5,26,
866,NA3232,32,32,
867,NA324,3,24,
868,PHD1111,11,11,PhD
869,MASTER'SDEGREE911,9,11,Master's Degree
870,NA1132,11,32,
871,MASTER'SDEGREE1324,13,24,Master's Degree
872,PHD213,2,13,PhD
873,PHD57,5,7,PhD
874,MASTER'SDEGREE1314,13,14,Master's Degree
875,MASTER'SDEGREE617,6,17,Master's Degree
876,MASTER'SDEGREE913,9,13,Master's Degree
877,MASTER'SDEGREE1818,18,18,Master's Degree
878,MASTER'SDEGREE1218,12,18,Master's Degree
879,NA1524,15,24,
880,MASTER'SDEGREE824,8,24,Master's Degree
881,PHD225,2,25,PhD
882,NA2225,22,25,
883,BACHELOR'SDEGREE23,2,3,Bachelor's Degree
884,BACHELOR'SDEGREE66,6,6,Bachelor's Degree
885,BACHELOR'SDEGREE05,0,5,Bachelor's Degree
886,BACHELOR'SDEGREE315,3,15,Bachelor's Degree
887,BACHELOR'SDEGREE719,7,19,Bachelor's Degree
888,BACHELOR'SDEGREE49,4,9,Bachelor's Degree
889,SOMECOLLEGE15,1,5,Some College
890,HIGHSCHOOL14,1,4,Highschool
891,BACHELOR'SDEGREE24,2,4,Bachelor's Degree
892,HIGHSCHOOL610,6,10,Highschool
893,BACHELOR'SDEGREE01,0,1,Bachelor's Degree
894,BACHELOR'SDEGREE210,2,10,Bachelor's Degree
895,BACHELOR'SDEGREE012,0,12,Bachelor's Degree
896,BACHELOR'SDEGREE215,2,15,Bachelor's Degree
897,BACHELOR'SDEGREE110,1,10,Bachelor's Degree
898,BACHELOR'SDEGREE017,0,17,Bachelor's Degree
899,PHD610,6,10,PhD
900,BACHELOR'SDEGREE010,0,10,Bachelor's Degree
901,BACHELOR'SDEGREE815,8,15,Bachelor's Degree
902,BACHELOR'SDEGREE13,1,3,Bachelor's Degree
903,BACHELOR'SDEGREE44,4,4,Bachelor's Degree
904,BACHELOR'SDEGREE115,1,15,Bachelor's Degree
905,BACHELOR'SDEGREE316,3,16,Bachelor's Degree
906,BACHELOR'SDEGREE88,8,8,Bachelor's Degree
907,BACHELOR'SDEGREE77,7,7,Bachelor's Degree
908,BACHELOR'SDEGREE1313,13,13,Bachelor's Degree
909,MASTER'SDEGREE522,5,22,Master's Degree
910,BACHELOR'SDEGREE17,1,7,Bachelor's Degree
911,BACHELOR'SDEGREE03,0,3,Bachelor's Degree
912,BACHELOR'SDEGREE711,7,11,Bachelor's Degree
913,BACHELOR'SDEGREE610,6,10,Bachelor's Degree
914,BACHELOR'SDEGREE025,0,25,Bachelor's Degree
915,BACHELOR'SDEGREE26,2,6,Bachelor's Degree
916,BACHELOR'SDEGREE710,7,10,Bachelor's Degree
917,SOMECOLLEGE08,0,8,Some College
918,SOMECOLLEGE1824,18,24,Some College
919,BACHELOR'SDEGREE211,2,11,Bachelor's Degree
920,BACHELOR'SDEGREE412,4,12,Bachelor's Degree
921,BACHELOR'SDEGREE2020,20,20,Bachelor's Degree
922,BACHELOR'SDEGREE55,5,5,Bachelor's Degree
923,BACHELOR'SDEGREE410,4,10,Bachelor's Degree
924,BACHELOR'SDEGREE07,0,7,Bachelor's Degree
925,BACHELOR'SDEGREE27,2,7,Bachelor's Degree
926,HIGHSCHOOL110,1,10,Highschool
927,BACHELOR'SDEGREE36,3,6,Bachelor's Degree
928,BACHELOR'SDEGREE18,1,8,Bachelor's Degree
929,NA523,5,23,
930,HIGHSCHOOL26,2,6,Highschool
931,SOMECOLLEGE015,0,15,Some College
932,BACHELOR'SDEGREE118,1,18,Bachelor's Degree
933,SOMECOLLEGE09,0,9,Some College
934,BACHELOR'SDEGREE112,1,12,Bachelor's Degree
935,BACHELOR'SDEGREE310,3,10,Bachelor's Degree
936,BACHELOR'SDEGREE14,1,4,Bachelor's Degree
937,BACHELOR'SDEGREE19,1,9,Bachelor's Degree
938,SOMECOLLEGE110,1,10,Some College
939,BACHELOR'SDEGREE917,9,17,Bachelor's Degree
940,BACHELOR'SDEGREE46,4,6,Bachelor's Degree
941,BACHELOR'SDEGREE16,1,6,Bachelor's Degree
942,BACHELOR'SDEGREE216,2,16,Bachelor's Degree
943,BACHELOR'SDEGREE718,7,18,Bachelor's Degree
944,BACHELOR'SDEGREE06,0,6,Bachelor's Degree
945,BACHELOR'SDEGREE28,2,8,Bachelor's Degree
946,BACHELOR'SDEGREE015,0,15,Bachelor's Degree
947,BACHELOR'SDEGREE125,1,25,Bachelor's Degree
948,HIGHSCHOOL518,5,18,Highschool
949,BACHELOR'SDEGREE313,3,13,Bachelor's Degree
950,BACHELOR'SDEGREE37,3,7,Bachelor's Degree
951,BACHELOR'SDEGREE1216,12,16,Bachelor's Degree
952,BACHELOR'SDEGREE58,5,8,Bachelor's Degree
953,BACHELOR'SDEGREE122,1,22,Bachelor's Degree
954,HIGHSCHOOL15,1,5,Highschool
955,BACHELOR'SDEGREE515,5,15,Bachelor's Degree
956,BACHELOR'SDEGREE15,1,5,Bachelor's Degree
957,BACHELOR'SDEGREE420,4,20,Bachelor's Degree
958,BACHELOR'SDEGREE1515,15,15,Bachelor's Degree
959,BACHELOR'SDEGREE121,1,21,Bachelor's Degree
960,BACHELOR'SDEGREE47,4,7,Bachelor's Degree
961,BACHELOR'SDEGREE45,4,5,Bachelor's Degree
962,PHD1012,10,12,PhD
963,SOMECOLLEGE07,0,7,Some College
964,HIGHSCHOOL22,2,2,Highschool
965,BACHELOR'SDEGREE09,0,9,Bachelor's Degree
966,HIGHSCHOOL07,0,7,Highschool
967,NA1025,10,25,
968,BACHELOR'SDEGREE1923,19,23,Bachelor's Degree
969,BACHELOR'SDEGREE311,3,11,Bachelor's Degree
970,BACHELOR'SDEGREE48,4,8,Bachelor's Degree
971,BACHELOR'SDEGREE510,5,10,Bachelor's Degree
972,BACHELOR'SDEGREE120,1,20,Bachelor's Degree
973,BACHELOR'SDEGREE217,2,17,Bachelor's Degree
974,MASTER'SDEGREE1219,12,19,Master's Degree
975,BACHELOR'SDEGREE29,2,9,Bachelor's Degree
976,SOMECOLLEGE720,7,20,Some College
977,BACHELOR'SDEGREE35,3,5,Bachelor's Degree
978,BACHELOR'SDEGREE34,3,4,Bachelor's Degree
979,BACHELOR'SDEGREE1414,14,14,Bachelor's Degree
980,SOMECOLLEGE1212,12,12,Some College
981,BACHELOR'SDEGREE1020,10,20,Bachelor's Degree
982,BACHELOR'SDEGREE214,2,14,Bachelor's Degree
983,BACHELOR'SDEGREE113,1,13,Bachelor's Degree
984,BACHELOR'SDEGREE39,3,9,Bachelor's Degree
985,PHD216,2,16,PhD
986,BACHELOR'SDEGREE1010,10,10,Bachelor's Degree
987,BACHELOR'SDEGREE1017,10,17,Bachelor's Degree
988,BACHELOR'SDEGREE218,2,18,Bachelor's Degree
989,BACHELOR'SDEGREE1112,11,12,Bachelor's Degree
990,BACHELOR'SDEGREE813,8,13,Bachelor's Degree
991,BACHELOR'SDEGREE57,5,7,Bachelor's Degree
992,BACHELOR'SDEGREE220,2,20,Bachelor's Degree
993,BACHELOR'SDEGREE620,6,20,Bachelor's Degree
994,BACHELOR'SDEGREE38,3,8,Bachelor's Degree
995,BACHELOR'SDEGREE312,3,12,Bachelor's Degree
996,BACHELOR'SDEGREE1520,15,20,Bachelor's Degree
997,MASTER'SDEGREE130,1,30,Master's Degree
998,SOMECOLLEGE310,3,10,Some College
999,SOMECOLLEGE818,8,18,Some College
1000,SOMECOLLEGE00,0,0,Some College
1001,SOMECOLLEGE211,2,11,Some College
1002,HIGHSCHOOL112,1,12,Highschool
1003,BACHELOR'SDEGREE712,7,12,Bachelor's Degree
1004,BACHELOR'SDEGREE1014,10,14,Bachelor's Degree
1005,BACHELOR'SDEGREE56,5,6,Bachelor's Degree
1006,BACHELOR'SDEGREE314,3,14,Bachelor's Degree
1007,BACHELOR'SDEGREE124,1,24,Bachelor's Degree
1008,SOMECOLLEGE26,2,6,Some College
1009,MASTER'SDEGREE817,8,17,Master's Degree
1010,BACHELOR'SDEGREE613,6,13,Bachelor's Degree
1011,BACHELOR'SDEGREE1323,13,23,Bachelor's Degree
1012,BACHELOR'SDEGREE612,6,12,Bachelor's Degree
1013,BACHELOR'SDEGREE520,5,20,Bachelor's Degree
1014,NA1226,12,26,
1015,SOMECOLLEGE03,0,3,Some College
1016,BACHELOR'SDEGREE915,9,15,Bachelor's Degree
1017,SOMECOLLEGE019,0,19,Some College
1018,BACHELOR'SDEGREE415,4,15,Bachelor's Degree
1019,BACHELOR'SDEGREE317,3,17,Bachelor's Degree
1020,HIGHSCHOOL05,0,5,Highschool
1021,BACHELOR'SDEGREE1011,10,11,Bachelor's Degree
1022,BACHELOR'SDEGREE320,3,20,Bachelor's Degree
1023,BACHELOR'SDEGREE011,0,11,Bachelor's Degree
1024,PHD313,3,13,PhD
1025,PHD1215,12,15,PhD
1026,HIGHSCHOOL17,1,7,Highschool
1027,MASTER'SDEGREE2123,21,23,Master's Degree
1028,BACHELOR'SDEGREE318,3,18,Bachelor's Degree
1029,MASTER'SDEGREE023,0,23,Master's Degree
1030,MASTER'SDEGREE122,1,22,Master's Degree
1031,BACHELOR'SDEGREE720,7,20,Bachelor's Degree
1032,BACHELOR'SDEGREE111,1,11,Bachelor's Degree
1033,HIGHSCHOOL44,4,4,Highschool
1034,BACHELOR'SDEGREE810,8,10,Bachelor's Degree
1035,BACHELOR'SDEGREE79,7,9,Bachelor's Degree
1036,HIGHSCHOOL35,3,5,Highschool
1037,SOMECOLLEGE610,6,10,Some College
1038,PHD920,9,20,PhD
1039,MASTER'SDEGREE2425,24,25,Master's Degree
1040,BACHELOR'SDEGREE68,6,8,Bachelor's Degree
1041,SOMECOLLEGE114,1,14,Some College
1042,BACHELOR'SDEGREE411,4,11,Bachelor's Degree
1043,BACHELOR'SDEGREE117,1,17,Bachelor's Degree
1044,BACHELOR'SDEGREE2529,25,29,Bachelor's Degree
1045,BACHELOR'SDEGREE1518,15,18,Bachelor's Degree
1046,BACHELOR'SDEGREE08,0,8,Bachelor's Degree
1047,HIGHSCHOOL03,0,3,Highschool
1048,HIGHSCHOOL215,2,15,Highschool
1049,BACHELOR'SDEGREE213,2,13,Bachelor's Degree
1050,BACHELOR'SDEGREE1525,15,25,Bachelor's Degree
1051,NA1321,13,21,
1052,SOMECOLLEGE55,5,5,Some College
1053,MASTER'SDEGREE1419,14,19,Master's Degree
1054,BACHELOR'SDEGREE523,5,23,Bachelor's Degree
1055,BACHELOR'SDEGREE418,4,18,Bachelor's Degree
1056,MASTER'SDEGREE228,2,28,Master's Degree
1057,BACHELOR'SDEGREE912,9,12,Bachelor's Degree
1058,BACHELOR'SDEGREE820,8,20,Bachelor's Degree
1059,BACHELOR'SDEGREE715,7,15,Bachelor's Degree
1060,BACHELOR'SDEGREE67,6,7,Bachelor's Degree
1061,HIGHSCHOOL48,4,8,Highschool
1062,BACHELOR'SDEGREE2222,22,22,Bachelor's Degree
1063,BACHELOR'SDEGREE812,8,12,Bachelor's Degree
1064,BACHELOR'SDEGREE014,0,14,Bachelor's Degree
1065,BACHELOR'SDEGREE1320,13,20,Bachelor's Degree
1066,BACHELOR'SDEGREE1120,11,20,Bachelor's Degree
1067,PHD713,7,13,PhD
1068,BACHELOR'SDEGREE99,9,9,Bachelor's Degree
1069,BACHELOR'SDEGREE615,6,15,Bachelor's Degree
1070,BACHELOR'SDEGREE114,1,14,Bachelor's Degree
1071,BACHELOR'SDEGREE825,8,25,Bachelor's Degree
1072,BACHELOR'SDEGREE1114,11,14,Bachelor's Degree
1073,SOMECOLLEGE714,7,14,Some College
1074,HIGHSCHOOL723,7,23,Highschool
1075,SOMECOLLEGE33,3,3,Some College
1076,BACHELOR'SDEGREE022,0,22,Bachelor's Degree
1077,BACHELOR'SDEGREE816,8,16,Bachelor's Degree
1078,HIGHSCHOOL18,1,8,Highschool
1079,BACHELOR'SDEGREE1315,13,15,Bachelor's Degree
1080,MASTER'SDEGREE1221,12,21,Master's Degree
1081,SOMECOLLEGE815,8,15,Some College
1082,BACHELOR'SDEGREE1030,10,30,Bachelor's Degree
1083,BACHELOR'SDEGREE1415,14,15,Bachelor's Degree
1084,PHD49,4,9,PhD
1085,BACHELOR'SDEGREE414,4,14,Bachelor's Degree
1086,MASTER'SDEGREE1116,11,16,Master's Degree
1087,BACHELOR'SDEGREE2424,24,24,Bachelor's Degree
1088,PHD617,6,17,PhD
1089,BACHELOR'SDEGREE817,8,17,Bachelor's Degree
1090,HIGHSCHOOL25,2,5,Highschool
1091,SOMECOLLEGE02,0,2,Some College
1092,MASTER'SDEGREE425,4,25,Master's Degree
1093,BACHELOR'SDEGREE1317,13,17,Bachelor's Degree
1094,BACHELOR'SDEGREE1212,12,12,Bachelor's Degree
1095,BACHELOR'SDEGREE514,5,14,Bachelor's Degree
1096,BACHELOR'SDEGREE212,2,12,Bachelor's Degree
1097,NA1423,14,23,
1098,BACHELOR'SDEGREE911,9,11,Bachelor's Degree
1099,HIGHSCHOOL310,3,10,Highschool
1100,SOMECOLLEGE111,1,11,Some College
1101,SOMECOLLEGE515,5,15,Some College
1102,BACHELOR'SDEGREE525,5,25,Bachelor's Degree
1103,BACHELOR'SDEGREE1125,11,25,Bachelor's Degree
1104,HIGHSCHOOL221,2,21,Highschool
1105,HIGHSCHOOL1720,17,20,Highschool
1106,BACHELOR'SDEGREE713,7,13,Bachelor's Degree
1107,BACHELOR'SDEGREE516,5,16,Bachelor's Degree
1108,BACHELOR'SDEGREE413,4,13,Bachelor's Degree
1109,BACHELOR'SDEGREE020,0,20,Bachelor's Degree
1110,SOMECOLLEGE23,2,3,Some College
1111,MASTER'SDEGREE1425,14,25,Master's Degree
1112,BACHELOR'SDEGREE2023,20,23,Bachelor's Degree
1113,BACHELOR'SDEGREE2323,23,23,Bachelor's Degree
1114,SOMECOLLEGE214,2,14,Some College
1115,MASTER'SDEGREE1722,17,22,Master's Degree
1116,BACHELOR'SDEGREE1111,11,11,Bachelor's Degree
1117,BACHELOR'SDEGREE1217,12,17,Bachelor's Degree
1118,BACHELOR'SDEGREE016,0,16,Bachelor's Degree
1119,BACHELOR'SDEGREE59,5,9,Bachelor's Degree
1120,BACHELOR'SDEGREE616,6,16,Bachelor's Degree
1121,SOMECOLLEGE11,1,1,Some College
1122,BACHELOR'SDEGREE78,7,8,Bachelor's Degree
1123,MASTER'SDEGREE519,5,19,Master's Degree
1124,BACHELOR'SDEGREE69,6,9,Bachelor's Degree
1125,NA930,9,30,
1126,BACHELOR'SDEGREE512,5,12,Bachelor's Degree
1127,SOMECOLLEGE27,2,7,Some College
1128,HIGHSCHOOL57,5,7,Highschool
1129,SOMECOLLEGE311,3,11,Some College
1130,SOMECOLLEGE17,1,7,Some College
1131,HIGHSCHOOL020,0,20,Highschool
1132,MASTER'SDEGREE2225,22,25,Master's Degree
1133,PHD1525,15,25,PhD
1134,BACHELOR'SDEGREE013,0,13,Bachelor's Degree
1135,BACHELOR'SDEGREE1423,14,23,Bachelor's Degree
1136,BACHELOR'SDEGREE119,1,19,Bachelor's Degree
1137,PHD319,3,19,PhD
1138,BACHELOR'SDEGREE1215,12,15,Bachelor's Degree
1139,HIGHSCHOOL00,0,0,Highschool
1140,SOMECOLLEGE48,4,8,Some College
1141,BACHELOR'SDEGREE517,5,17,Bachelor's Degree
1142,MASTER'SDEGREE1330,13,30,Master's Degree
1143,SOMECOLLEGE13,1,3,Some College
1144,SOMECOLLEGE427,4,27,Some College
1145,BACHELOR'SDEGREE714,7,14,Bachelor's Degree
1146,MASTER'SDEGREE1717,17,17,Master's Degree
1147,NA231,2,31,
1148,MASTER'SDEGREE223,2,23,Master's Degree
1149,NA1621,16,21,
1150,SOMECOLLEGE68,6,8,Some College
1151,BACHELOR'SDEGREE1318,13,18,Bachelor's Degree
1152,PHD830,8,30,PhD
1153,BACHELOR'SDEGREE511,5,11,Bachelor's Degree
1154,BACHELOR'SDEGREE1015,10,15,Bachelor's Degree
1155,BACHELOR'SDEGREE1314,13,14,Bachelor's Degree
1156,PHD226,2,26,PhD
1157,MASTER'SDEGREE2124,21,24,Master's Degree
1158,HIGHSCHOOL11,1,1,Highschool
1159,PHD712,7,12,PhD
1160,SOMECOLLEGE128,1,28,Some College
1161,SOMECOLLEGE120,1,20,Some College
1162,MASTER'SDEGREE821,8,21,Master's Degree
1163,BACHELOR'SDEGREE123,1,23,Bachelor's Degree
1164,MASTER'SDEGREE022,0,22,Master's Degree
1165,SOMECOLLEGE525,5,25,Some College
1166,PHD89,8,9,PhD
1167,MASTER'SDEGREE1421,14,21,Master's Degree
1168,MASTER'SDEGREE2727,27,27,Master's Degree
1169,BACHELOR'SDEGREE1717,17,17,Bachelor's Degree
1170,SOMECOLLEGE420,4,20,Some College
1171,BACHELOR'SDEGREE1321,13,21,Bachelor's Degree
1172,BACHELOR'SDEGREE1619,16,19,Bachelor's Degree
1173,MASTER'SDEGREE430,4,30,Master's Degree
1174,MASTER'SDEGREE1636,16,36,Master's Degree
1175,HIGHSCHOOL321,3,21,Highschool
1176,MASTER'SDEGREE2828,28,28,Master's Degree
1177,BACHELOR'SDEGREE2335,23,35,Bachelor's Degree
1178,BACHELOR'SDEGREE1021,10,21,Bachelor's Degree
1179,BACHELOR'SDEGREE1220,12,20,Bachelor's Degree
1180,SOMECOLLEGE1420,14,20,Some College
1181,SOMECOLLEGE025,0,25,Some College
1182,BACHELOR'SDEGREE225,2,25,Bachelor's Degree
1183,BACHELOR'SDEGREE2025,20,25,Bachelor's Degree
1184,SOMECOLLEGE1020,10,20,Some College
1185,MASTER'SDEGREE523,5,23,Master's Degree
1186,MASTER'SDEGREE335,3,35,Master's Degree
1187,BACHELOR'SDEGREE1418,14,18,Bachelor's Degree
1188,NA1718,17,18,
1189,BACHELOR'SDEGREE224,2,24,Bachelor's Degree
1190,BACHELOR'SDEGREE1022,10,22,Bachelor's Degree
1191,BACHELOR'SDEGREE811,8,11,Bachelor's Degree
1192,BACHELOR'SDEGREE1012,10,12,Bachelor's Degree
1193,PHD416,4,16,PhD
1194,HIGHSCHOOL16,1,6,Highschool
1195,SOMECOLLEGE020,0,20,Some College
1196,MASTER'SDEGREE1323,13,23,Master's Degree
1197,SOMECOLLEGE217,2,17,Some College
1198,SOMECOLLEGE210,2,10,Some College
1199,BACHELOR'SDEGREE2040,20,40,Bachelor's Degree
1200,BACHELOR'SDEGREE324,3,24,Bachelor's Degree
1201,SOMECOLLEGE46,4,6,Some College
1202,PHD819,8,19,PhD
1203,NA2626,26,26,
1204,PHD518,5,18,PhD
1205,HIGHSCHOOL1112,11,12,Highschool
1206,BACHELOR'SDEGREE2030,20,30,Bachelor's Degree
1207,BACHELOR'SDEGREE1722,17,22,Bachelor's Degree
1208,SOMECOLLEGE239,2,39,Some College
1209,SOMECOLLEGE1521,15,21,Some College
1210,PHD016,0,16,PhD
1211,BACHELOR'SDEGREE614,6,14,Bachelor's Degree
1212,MASTER'SDEGREE1415,14,15,Master's Degree
1213,MASTER'SDEGREE1317,13,17,Master's Degree
1214,BACHELOR'SDEGREE910,9,10,Bachelor's Degree
1215,HIGHSCHOOL225,2,25,Highschool
1216,BACHELOR'SDEGREE1524,15,24,Bachelor's Degree
1217,PHD417,4,17,PhD
1218,BACHELOR'SDEGREE513,5,13,Bachelor's Degree
1219,HIGHSCHOOL02,0,2,Highschool
1220,HIGHSCHOOL28,2,8,Highschool
1221,PHD218,2,18,PhD
1222,BACHELOR'SDEGREE920,9,20,Bachelor's Degree
1223,BACHELOR'SDEGREE132,1,32,Bachelor's Degree
1224,BACHELOR'SDEGREE1117,11,17,Bachelor's Degree
1225,HIGHSCHOOL24,2,4,Highschool
1226,SOMECOLLEGE010,0,10,Some College
1227,HIGHSCHOOL615,6,15,Highschool
1228,SOMECOLLEGE35,3,5,Some College
1229,BACHELOR'SDEGREE1516,15,16,Bachelor's Degree
1230,BACHELOR'SDEGREE222,2,22,Bachelor's Degree
1231,BACHELOR'SDEGREE1622,16,22,Bachelor's Degree
1232,SOMECOLLEGE1113,11,13,Some College
1233,NA2537,25,37,
1234,MASTER'SDEGREE922,9,22,Master's Degree
1235,BACHELOR'SDEGREE1027,10,27,Bachelor's Degree
1236,HIGHSCHOOL513,5,13,Highschool
1237,BACHELOR'SDEGREE1419,14,19,Bachelor's Degree
1238,HIGHSCHOOL37,3,7,Highschool
1239,SOMECOLLEGE012,0,12,Some College
1240,BACHELOR'SDEGREE2123,21,23,Bachelor's Degree
1241,SOMECOLLEGE325,3,25,Some College
1242,SOMECOLLEGE115,1,15,Some College
1243,BACHELOR'SDEGREE1616,16,16,Bachelor's Degree
1244,PHD211,2,11,PhD
1245,BACHELOR'SDEGREE330,3,30,Bachelor's Degree
1246,NA1522,15,22,
1247,BACHELOR'SDEGREE219,2,19,Bachelor's Degree
1248,BACHELOR'SDEGREE519,5,19,Bachelor's Degree
1249,SOMECOLLEGE512,5,12,Some College
1250,BACHELOR'SDEGREE1920,19,20,Bachelor's Degree
1251,BACHELOR'SDEGREE630,6,30,Bachelor's Degree
1252,BACHELOR'SDEGREE1420,14,20,Bachelor's Degree
1253,PHD825,8,25,PhD
1254,BACHELOR'SDEGREE533,5,33,Bachelor's Degree
1255,SOMECOLLEGE220,2,20,Some College
1256,PHD520,5,20,PhD
1257,NA723,7,23,
1258,NA1421,14,21,
1259,BACHELOR'SDEGREE1530,15,30,Bachelor's Degree
1260,PHD720,7,20,PhD
1261,BACHELOR'SDEGREE1023,10,23,Bachelor's Degree
1262,SOMECOLLEGE18,1,8,Some College
1263,BACHELOR'SDEGREE1119,11,19,Bachelor's Degree
1264,MASTER'SDEGREE529,5,29,Master's Degree
1265,NA1033,10,33,
1266,BACHELOR'SDEGREE116,1,16,Bachelor's Degree
1267,MASTER'SDEGREE2327,23,27,Master's Degree
1268,BACHELOR'SDEGREE335,3,35,Bachelor's Degree
1269,BACHELOR'SDEGREE023,0,23,Bachelor's Degree
1270,MASTER'SDEGREE1235,12,35,Master's Degree
1271,BACHELOR'SDEGREE618,6,18,Bachelor's Degree
1272,BACHELOR'SDEGREE2531,25,31,Bachelor's Degree
1273,MASTER'SDEGREE1920,19,20,Master's Degree
1274,BACHELOR'SDEGREE1421,14,21,Bachelor's Degree
1275,NA1626,16,26,
1276,BACHELOR'SDEGREE1536,15,36,Bachelor's Degree
1277,HIGHSCHOOL512,5,12,Highschool
1278,BACHELOR'SDEGREE622,6,22,Bachelor's Degree
1279,BACHELOR'SDEGREE724,7,24,Bachelor's Degree
1280,HIGHSCHOOL27,2,7,Highschool
1281,NA1927,19,27,
1282,BACHELOR'SDEGREE619,6,19,Bachelor's Degree
1283,BACHELOR'SDEGREE919,9,19,Bachelor's Degree
1284,MASTER'SDEGREE1226,12,26,Master's Degree
1285,BACHELOR'SDEGREE918,9,18,Bachelor's Degree
1286,MASTER'SDEGREE340,3,40,Master's Degree
1287,HIGHSCHOOL23,2,3,Highschool
1288,BACHELOR'SDEGREE1623,16,23,Bachelor's Degree
1289,BACHELOR'SDEGREE024,0,24,Bachelor's Degree
1290,MASTER'SDEGREE2525,25,25,Master's Degree
1291,BACHELOR'SDEGREE425,4,25,Bachelor's Degree
1292,MASTER'SDEGREE1320,13,20,Master's Degree
1293,PHD011,0,11,PhD
1294,SOMECOLLEGE25,2,5,Some College
1295,SOMECOLLEGE1112,11,12,Some College
1296,MASTER'SDEGREE936,9,36,Master's Degree
1297,HIGHSCHOOL59,5,9,Highschool
1298,HIGHSCHOOL525,5,25,Highschool
1299,BACHELOR'SDEGREE2525,25,25,Bachelor's Degree
1300,SOMECOLLEGE04,0,4,Some College
1301,MASTER'SDEGREE224,2,24,Master's Degree
1302,NA2837,28,37,
1303,HIGHSCHOOL08,0,8,Highschool
1304,SOMECOLLEGE422,4,22,Some College
1305,BACHELOR'SDEGREE818,8,18,Bachelor's Degree
1306,SOMECOLLEGE12,1,2,Some College
1307,BACHELOR'SDEGREE1517,15,17,Bachelor's Degree
1308,BACHELOR'SDEGREE1018,10,18,Bachelor's Degree
1309,BACHELOR'SDEGREE524,5,24,Bachelor's Degree
1310,PHD810,8,10,PhD
1311,MASTER'SDEGREE1640,16,40,Master's Degree
1312,NA2227,22,27,
1313,NA1523,15,23,
1314,HIGHSCHOOL120,1,20,Highschool
1315,BACHELOR'SDEGREE2021,20,21,Bachelor's Degree
1316,MASTER'SDEGREE930,9,30,Master's Degree
1317,SOMECOLLEGE1320,13,20,Some College
1318,MASTER'SDEGREE630,6,30,Master's Degree
1319,MASTER'SDEGREE1522,15,22,Master's Degree
1320,MASTER'SDEGREE1737,17,37,Master's Degree
1321,BACHELOR'SDEGREE228,2,28,Bachelor's Degree
1322,SOMECOLLEGE215,2,15,Some College
1323,SOMECOLLEGE324,3,24,Some College
1324,MASTER'SDEGREE2027,20,27,Master's Degree
1325,SOMECOLLEGE018,0,18,Some College
1326,MASTER'SDEGREE2335,23,35,Master's Degree
1327,MASTER'SDEGREE330,3,30,Master's Degree
1328,SOMECOLLEGE1423,14,23,Some College
1329,SOMECOLLEGE411,4,11,Some College
1330,BACHELOR'SDEGREE1720,17,20,Bachelor's Degree
1331,HIGHSCHOOL410,4,10,Highschool
1332,SOMECOLLEGE810,8,10,Some College
1333,SOMECOLLEGE412,4,12,Some College
1334,SOMECOLLEGE37,3,7,Some College
1335,HIGHSCHOOL515,5,15,Highschool
1336,BACHELOR'SDEGREE1013,10,13,Bachelor's Degree
1337,SOMECOLLEGE24,2,4,Some College
1338,SOMECOLLEGE715,7,15,Some College
1339,BACHELOR'SDEGREE030,0,30,Bachelor's Degree
1340,HIGHSCHOOL315,3,15,Highschool
1341,SOMECOLLEGE01,0,1,Some College
1342,SOMECOLLEGE22,2,2,Some College
1343,HIGHSCHOOL010,0,10,Highschool
1344,BACHELOR'SDEGREE1225,12,25,Bachelor's Degree
1345,MASTER'SDEGREE124,1,24,Master's Degree
1346,SOMECOLLEGE615,6,15,Some College
1347,PHD1214,12,14,PhD
1348,SOMECOLLEGE14,1,4,Some College
1349,BACHELOR'SDEGREE2729,27,29,Bachelor's Degree
1350,BACHELOR'SDEGREE89,8,9,Bachelor's Degree
1351,BACHELOR'SDEGREE1325,13,25,Bachelor's Degree
1352,PHD414,4,14,PhD
1353,SOMECOLLEGE916,9,16,Some College
