,,,NA37,,,,,80
,,,NA510,,,,,71
,,,NA15,,,,,38
,,,NA22,,,,,1
,,,NA01,,,,,68
,,,NA1015,,,,,120
,,,NA612,,,,,9
,,,NA1010,,,,,11
,,,NA1010,,,,,11
,,,NA410,,,,,65
,,,NA22,,,,,1
,,,NA3032,,,,,183
,,,NA55,,,,,48
,,,NA14,,,,,67
,,,NA414,,,,,50
,,,NA1115,,,,,6
,,,NA510,,,,,71
,,,NA14,,,,,67
,,,NA315,,,,,100
,,,NA22,,,,,1
,,,NA06,,,,,132
,,,NA66,,,,,24
,,,NA22,,,,,1
,,,NA02,,,,,103
,,,NA13,,,,,8
